Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR29397988,miRNA-Seq,16,156945488,PRJNA1123679,SAMN41818091,144776739,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",PD,SRX24911797,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326807,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326807,Serum exosome,SRP513741,Serum exosome
SRR29397989,miRNA-Seq,18,229218984,PRJNA1123679,SAMN41818092,197314883,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911796,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326806,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326806,Serum exosome,SRP513741,Serum exosome
SRR29397990,miRNA-Seq,17,421108540,PRJNA1123679,SAMN41818093,370856854,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911795,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326805,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326805,Serum exosome,SRP513741,Serum exosome
SRR29397991,miRNA-Seq,17,63339166,PRJNA1123679,SAMN41818094,58500183,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD,SRX24911794,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326804,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:47:00Z,1,GSM8326804,Serum exosome,SRP513741,Serum exosome
SRR29397992,miRNA-Seq,17,421019548,PRJNA1123679,SAMN41818095,370587324,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911793,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326803,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326803,Serum exosome,SRP513741,Serum exosome
SRR29397993,miRNA-Seq,15,241677906,PRJNA1123679,SAMN41818064,226524568,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Control,SRX24911792,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326834,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326834,Serum exosome,SRP513741,Serum exosome
SRR29397994,miRNA-Seq,12,59712049,PRJNA1123679,SAMN41818065,60851684,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Control,SRX24911791,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326833,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:47:00Z,1,GSM8326833,Serum exosome,SRP513741,Serum exosome
SRR29397995,miRNA-Seq,14,155088383,PRJNA1123679,SAMN41818066,148073510,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911790,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326832,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326832,Serum exosome,SRP513741,Serum exosome
SRR29397996,miRNA-Seq,11,98326047,PRJNA1123679,SAMN41818067,99113986,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Control,SRX24911789,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326831,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326831,Serum exosome,SRP513741,Serum exosome
SRR29397997,miRNA-Seq,15,164557799,PRJNA1123679,SAMN41818068,154899868,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Control,SRX24911788,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326830,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326830,Serum exosome,SRP513741,Serum exosome
SRR29397998,miRNA-Seq,17,224553414,PRJNA1123679,SAMN41818069,204844403,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911787,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326829,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326829,Serum exosome,SRP513741,Serum exosome
SRR29397999,miRNA-Seq,11,99694127,PRJNA1123679,SAMN41818070,100176820,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Control,SRX24911786,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326828,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326828,Serum exosome,SRP513741,Serum exosome
SRR29398000,miRNA-Seq,13,118362501,PRJNA1123679,SAMN41818071,115191987,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911785,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326827,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326827,Serum exosome,SRP513741,Serum exosome
SRR29398001,miRNA-Seq,13,122494139,PRJNA1123679,SAMN41818072,119372663,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911784,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326826,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326826,Serum exosome,SRP513741,Serum exosome
SRR29398002,miRNA-Seq,15,199664389,PRJNA1123679,SAMN41818073,189125137,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Control,SRX24911783,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326825,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326825,Serum exosome,SRP513741,Serum exosome
SRR29398003,miRNA-Seq,13,114143157,PRJNA1123679,SAMN41818074,111924697,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Control,SRX24911782,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326824,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326824,Serum exosome,SRP513741,Serum exosome
SRR29398004,miRNA-Seq,10,72896116,PRJNA1123679,SAMN41818075,74432628,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Control,SRX24911781,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326823,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326823,Serum exosome,SRP513741,Serum exosome
SRR29398005,miRNA-Seq,11,158042738,PRJNA1123679,SAMN41818076,152784712,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911780,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326822,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326822,Serum exosome,SRP513741,Serum exosome
SRR29398006,miRNA-Seq,11,166874875,PRJNA1123679,SAMN41818077,159515309,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Control,SRX24911779,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326821,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326821,Serum exosome,SRP513741,Serum exosome
SRR29398007,miRNA-Seq,14,157008289,PRJNA1123679,SAMN41818078,140148271,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911778,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326820,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326820,Serum exosome,SRP513741,Serum exosome
SRR29398008,miRNA-Seq,11,169076210,PRJNA1123679,SAMN41818079,165976650,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD,SRX24911777,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326819,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326819,Serum exosome,SRP513741,Serum exosome
SRR29398009,miRNA-Seq,17,640998706,PRJNA1123679,SAMN41818096,566589932,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911776,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326802,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:51:00Z,1,GSM8326802,Serum exosome,SRP513741,Serum exosome
SRR29398010,miRNA-Seq,19,658266422,PRJNA1123679,SAMN41818097,558793115,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911775,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326801,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:50:00Z,1,GSM8326801,Serum exosome,SRP513741,Serum exosome
SRR29398011,miRNA-Seq,11,74298837,PRJNA1123679,SAMN41818098,75091436,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",PD,SRX24911774,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326800,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326800,Serum exosome,SRP513741,Serum exosome
SRR29398012,miRNA-Seq,11,134409005,PRJNA1123679,SAMN41818099,130725720,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911773,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326799,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326799,Serum exosome,SRP513741,Serum exosome
SRR29398013,miRNA-Seq,12,285721432,PRJNA1123679,SAMN41818100,268500593,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",PD,SRX24911772,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326798,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326798,Serum exosome,SRP513741,Serum exosome
SRR29398014,miRNA-Seq,11,289731609,PRJNA1123679,SAMN41818101,273789468,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",PD,SRX24911771,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326797,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:50:00Z,1,GSM8326797,Serum exosome,SRP513741,Serum exosome
SRR29398015,miRNA-Seq,14,77196119,PRJNA1123679,SAMN41818102,75347183,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",PD,SRX24911770,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326796,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326796,Serum exosome,SRP513741,Serum exosome
SRR29398016,miRNA-Seq,13,325897149,PRJNA1123679,SAMN41818103,305090935,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911769,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326795,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326795,Serum exosome,SRP513741,Serum exosome
SRR29398017,miRNA-Seq,12,180732462,PRJNA1123679,SAMN41818104,174713997,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",PD,SRX24911768,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326794,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326794,Serum exosome,SRP513741,Serum exosome
SRR29398018,miRNA-Seq,11,241131203,PRJNA1123679,SAMN41818105,230788455,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911767,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326793,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326793,Serum exosome,SRP513741,Serum exosome
SRR29398019,miRNA-Seq,17,536331587,PRJNA1123679,SAMN41818106,474538796,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911766,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326792,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326792,Serum exosome,SRP513741,Serum exosome
SRR29398020,miRNA-Seq,15,201957579,PRJNA1123679,SAMN41818107,183418506,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911765,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326791,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326791,Serum exosome,SRP513741,Serum exosome
SRR29398021,miRNA-Seq,20,1122561588,PRJNA1123679,SAMN41818108,922306064,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD,SRX24911764,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326790,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:51:00Z,1,GSM8326790,Serum exosome,SRP513741,Serum exosome
SRR29398022,miRNA-Seq,18,404193017,PRJNA1123679,SAMN41818109,354364383,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",PD,SRX24911763,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326789,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326789,Serum exosome,SRP513741,Serum exosome
SRR29398023,miRNA-Seq,18,391670465,PRJNA1123679,SAMN41818110,335364973,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",PD,SRX24911762,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326788,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:50:00Z,1,GSM8326788,Serum exosome,SRP513741,Serum exosome
SRR29398024,miRNA-Seq,20,1264155363,PRJNA1123679,SAMN41818111,1049925457,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",PD,SRX24911761,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326787,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:52:00Z,1,GSM8326787,Serum exosome,SRP513741,Serum exosome
SRR29398025,miRNA-Seq,12,26236704,PRJNA1123679,SAMN41818028,25617578,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Control,SRX24911760,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326870,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326870,Serum exosome,SRP513741,Serum exosome
SRR29398026,miRNA-Seq,13,248180510,PRJNA1123679,SAMN41818029,233295027,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Control,SRX24911759,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326869,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326869,Serum exosome,SRP513741,Serum exosome
SRR29398027,miRNA-Seq,15,112385766,PRJNA1123679,SAMN41818030,106815284,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Control,SRX24911758,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326868,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326868,Serum exosome,SRP513741,Serum exosome
SRR29398028,miRNA-Seq,16,244018361,PRJNA1123679,SAMN41818031,224121833,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Control,SRX24911757,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326867,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326867,Serum exosome,SRP513741,Serum exosome
SRR29398029,miRNA-Seq,14,87521475,PRJNA1123679,SAMN41818112,83803583,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911756,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326786,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326786,Serum exosome,SRP513741,Serum exosome
SRR29398030,miRNA-Seq,18,383167971,PRJNA1123679,SAMN41818113,321303466,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911755,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326785,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326785,Serum exosome,SRP513741,Serum exosome
SRR29398031,miRNA-Seq,15,141218645,PRJNA1123679,SAMN41818114,129146949,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911754,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326784,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326784,Serum exosome,SRP513741,Serum exosome
SRR29398032,miRNA-Seq,13,83648533,PRJNA1123679,SAMN41818115,80550431,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911753,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326783,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:48:00Z,1,GSM8326783,Serum exosome,SRP513741,Serum exosome
